FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,url,past_fights
John Albert,"5' 8""",135 lbs.,"68""",Orthodox,"Oct 13, 1986",http://ufcstats.com/fighter-details/7bd94b60d7521e4a,"[{'wl': 'loss', 'opponent': 'Yaotzin Meza', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '2:49'}, {'wl': 'loss', 'opponent': 'Scott Jorgensen', 'method': 'SUB\n \n\n\n Rear Naked Choke', 'round': '1', 'time': '4:59'}, {'wl': 'loss', 'opponent': 'Erik Perez', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '4:18'}, {'wl': 'loss', 'opponent': 'Ivan Menjivar', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '3:45'}, {'wl': 'win', 'opponent': 'Dustin Pague', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '1:09'}]"
Junior Albini,"6' 3""",264 lbs.,"74""",Orthodox,"Mar 15, 1991",http://ufcstats.com/fighter-details/c482c8605455a213,"[{'wl': 'loss', 'opponent': 'Maurice Greene', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '3:38'}, {'wl': 'loss', 'opponent': 'Jairzinho Rozenstruik', 'method': 'KO/TKO\n \n \n\n Kick', 'round': '2', 'time': '0:54'}, {'wl': 'loss', 'opponent': 'Aleksei Oleinik', 'method': 'SUB\n \n \n\n Ezekiel Choke', 'round': '1', 'time': '1:45'}, {'wl': 'loss', 'opponent': 'Andrei Arlovski', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Timothy Johnson', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '1', 'time': '2:51'}]"
Wes Albritton,"5' 10""",188 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/184b955181bdef52,"[{'wl': 'loss', 'opponent': 'Tito Ortiz', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '0:31'}]"
Aleksandra Albu,"5' 2""",115 lbs.,"63""",Orthodox,"Jul 14, 1990",http://ufcstats.com/fighter-details/e76d9f656ceb82ab,"[{'wl': 'loss', 'opponent': 'Loma Lookboonmee', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Emily Whitmire', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '1:01'}, {'wl': 'win', 'opponent': 'Kailin Curran', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Izabela Badurek', 'method': 'SUB\n \n \n\n Guillotine Choke', 'round': '2', 'time': '3:34'}]"
Israel Albuquerque,--,185 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/dd1b90eea08887f6,"[{'wl': 'loss', 'opponent': 'Anderson Silva', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '6:17'}]"
Juan Alcain,--,--,--,,--,http://ufcstats.com/fighter-details/39f62b833e4cf126,"[{'wl': 'win', 'opponent': 'Mario Rivera', 'method': 'U-DEC', 'round': '3', 'time': '3:00'}]"
Iuri Alcantara,"5' 9""",135 lbs.,"71""",Southpaw,"Aug 04, 1980",http://ufcstats.com/fighter-details/2f95a3c6d58b2aad,"[{'wl': 'loss', 'opponent': 'Cory Sandhagen', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '2', 'time': '1:01'}, {'wl': 'win', 'opponent': 'Joe Soto', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '1', 'time': '1:06'}, {'wl': 'loss', 'opponent': 'Alejandro Perez', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Brian Kelleher', 'method': 'SUB\n \n \n\n Guillotine Choke', 'round': '1', 'time': '1:48'}, {'wl': 'win', 'opponent': 'Luke Sanders', 'method': 'SUB\n \n\n\n Kneebar', 'round': '2', 'time': '3:13'}, {'wl': 'win', 'opponent': 'Brad Pickett', 'method': 'SUB\n \n\n\n Triangle Choke', 'round': '1', 'time': '1:59'}, {'wl': 'loss', 'opponent': 'Jimmie Rivera', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Leandro Issa', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Frankie Saenz', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Russell Doane', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Vaughan Lee', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '0:25'}, {'wl': 'win', 'opponent': 'Wilson Reis', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Urijah Faber', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Iliarde Santos', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '2:31'}, {'wl': 'nc', 'opponent': 'Pedro Nobre', 'method': 'CNC', 'round': '1', 'time': '2:11'}, {'wl': 'loss', 'opponent': 'Hacran Dias', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Michihiro Omigawa', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Felipe Arantes', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Ricardo Lamas', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '3:26'}]"
Ildemar Alcantara,"6' 2""",185 lbs.,"78""",Orthodox,"Nov 18, 1982",http://ufcstats.com/fighter-details/7c6e87729e824ef4,"[{'wl': 'loss', 'opponent': 'Kevin Casey', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Richardson Moreira', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Kenny Robertson', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Albert Tumenov', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Igor Araujo', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Leandro Silva', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Wagner Prado', 'method': 'SUB\n \n\n\n Kneebar', 'round': '2', 'time': '2:39'}]"
Alfonso Alcarez,"5' 3""",145 lbs.,--,,"Jun 10, 1970",http://ufcstats.com/fighter-details/1e38bba6738b7b10,"[{'wl': 'draw', 'opponent': 'Jens Pulver', 'method': 'M-DEC', 'round': '2', 'time': '5:00'}]"
Gilbert Aldana,"6' 1""",250 lbs.,--,Orthodox,"Aug 25, 1977",http://ufcstats.com/fighter-details/d26934530dc5b248,"[{'wl': 'loss', 'opponent': 'Cheick Kongo', 'method': 'KO/TKO', 'round': '1', 'time': '4:13'}, {'wl': 'loss', 'opponent': 'Paul Buentello', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '2:27'}]"
Irene Aldana,"5' 9""",135 lbs.,"68""",Orthodox,"Mar 26, 1988",http://ufcstats.com/fighter-details/578ef12674df1e6a,"[{'wl': 'win', 'opponent': 'Karol Rosa', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Amanda Nunes', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Macy Chiasson', 'method': 'KO/TKO\n \n\n\n Kick', 'round': '3', 'time': '2:21'}, {'wl': 'win', 'opponent': 'Yana Santos', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '4:35'}, {'wl': 'loss', 'opponent': 'Holly Holm', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Ketlen Vieira', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '1', 'time': '4:51'}, {'wl': 'win', 'opponent': 'Vanessa Melo', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Raquel Pennington', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Bethe Correia', 'method': 'SUB\n \n \n\n Armbar', 'round': '3', 'time': '3:24'}, {'wl': 'win', 'opponent': 'Lucie Pudilova', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Talita Bernardo', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Katlyn Cerminara', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Leslie Smith', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Hector Aldana,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 17, 1988",http://ufcstats.com/fighter-details/c487223b0289bda9,"[{'wl': 'loss', 'opponent': 'Miguel Baeza', 'method': 'KO/TKO\n \n \n\n Kick', 'round': '2', 'time': '2:32'}, {'wl': 'loss', 'opponent': 'Laureano Staropoli', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Song Kenan', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '2', 'time': '4:45'}]"
Jose Alday,"5' 7""",135 lbs.,"68""",Orthodox,"Sep 14, 1991",http://ufcstats.com/fighter-details/7460ddef986d3144,"[{'wl': 'loss', 'opponent': 'Saimon Oliveira', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}]"
Jose Aldo,"5' 7""",135 lbs.,"70""",Orthodox,"Sep 09, 1986",http://ufcstats.com/fighter-details/d0f3959b4a9747e6,"[{'wl': 'win', 'opponent': 'Jonathan Martinez', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Merab Dvalishvili', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Rob Font', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Pedro Munhoz', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Marlon Vera', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Petr Yan', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '5', 'time': '3:24'}, {'wl': 'loss', 'opponent': 'Marlon Moraes', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Alexander Volkanovski', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Renato Moicano', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '2', 'time': '0:44'}, {'wl': 'win', 'opponent': 'Jeremy Stephens', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '1', 'time': '4:19'}, {'wl': 'loss', 'opponent': 'Max Holloway', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '3', 'time': '4:51'}, {'wl': 'loss', 'opponent': 'Max Holloway', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '3', 'time': '4:13'}, {'wl': 'win', 'opponent': 'Frankie Edgar', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Conor McGregor', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '0:13'}, {'wl': 'win', 'opponent': 'Chad Mendes', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Ricardo Lamas', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Chan Sung Jung', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '4', 'time': '2:00'}, {'wl': 'win', 'opponent': 'Frankie Edgar', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Chad Mendes', 'method': 'KO/TKO\n \n \n\n Knee', 'round': '1', 'time': '4:59'}, {'wl': 'win', 'opponent': 'Kenny Florian', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Mark Hominick', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Manvel Gamburyan', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '2', 'time': '1:32'}, {'wl': 'win', 'opponent': 'Urijah Faber', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Mike Brown', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '2', 'time': '1:20'}, {'wl': 'win', 'opponent': 'Cub Swanson', 'method': 'KO/TKO\n \n\n\n Flying Knee', 'round': '1', 'time': '0:08'}, {'wl': 'win', 'opponent': 'Chris Mickle', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '1:39'}, {'wl': 'win', 'opponent': 'Rolando Perez', 'method': 'KO/TKO\n \n\n\n Knee', 'round': '1', 'time': '4:15'}, {'wl': 'win', 'opponent': 'Jonathan Brookins', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '3', 'time': '0:45'}, {'wl': 'win', 'opponent': 'Alexandre Franca Nogueira', 'method': 'KO/TKO\n \n \n\n Elbows', 'round': '2', 'time': '3:22'}]"
JJ Aldrich,"5' 5""",125 lbs.,"67""",Southpaw,"Sep 29, 1992",http://ufcstats.com/fighter-details/6fd953151d981979,"[{'wl': 'loss', 'opponent': 'Veronica Hardy', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Montana De La Rosa', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Liang Na', 'method': 'KO/TKO\n \n \n\n Elbows', 'round': '2', 'time': '4:49'}, {'wl': 'loss', 'opponent': 'Ariane da Silva', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Erin Blanchfield', 'method': 'SUB\n \n \n\n Guillotine Choke', 'round': '2', 'time': '2:38'}, {'wl': 'win', 'opponent': 'Gillian Robertson', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Vanessa Demopoulos', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Cortney Casey', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Sabina Mazo', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Lauren Mueller', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Maycee Barber', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '3:01'}, {'wl': 'win', 'opponent': 'Polyana Viana', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Danielle Taylor', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Chan-Mi Jeon', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Juliana Lima', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Jim Alers,"5' 9""",145 lbs.,"71""",Orthodox,"Oct 14, 1986",http://ufcstats.com/fighter-details/fe5a9547479396ab,"[{'wl': 'loss', 'opponent': 'Jason Knight', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'nc', 'opponent': 'Cole Miller', 'method': 'CNC', 'round': '2', 'time': '1:34'}, {'wl': 'loss', 'opponent': 'Chas Skelly', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '4:59'}, {'wl': 'win', 'opponent': 'Alan Omer', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}]"
John Alessio,"5' 10""",155 lbs.,"72""",Orthodox,"Jul 05, 1979",http://ufcstats.com/fighter-details/7a15f3694c5cbc02,"[{'wl': 'loss', 'opponent': 'Shane Roller', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Mark Bocek', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Andre Galvao', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '7:34'}, {'wl': 'loss', 'opponent': 'Brock Larson', 'method': 'DQ', 'round': '1', 'time': '1:50'}, {'wl': 'win', 'opponent': 'Todd Moore', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Marcelo Brito', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Alex Serdyukov', 'method': 'SUB\n \n \n\n Guillotine Choke', 'round': '1', 'time': '1:17'}, {'wl': 'loss', 'opponent': 'Carlos Condit', 'method': 'SUB\n \n\n\n Rear Naked Choke', 'round': '2', 'time': '4:59'}, {'wl': 'win', 'opponent': 'Brian Gassaway', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '4:50'}, {'wl': 'loss', 'opponent': 'Thiago Alves', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Alex Serdyukov', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '3', 'time': '1:52'}, {'wl': 'loss', 'opponent': 'Diego Sanchez', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Pat Miletich', 'method': 'SUB\n \n \n\n Armbar', 'round': '2', 'time': '1:43'}]"
Houston Alexander,"6' 0""",205 lbs.,"72""",Orthodox,"Mar 22, 1972",http://ufcstats.com/fighter-details/0541480fbf719d86,"[{'wl': 'loss', 'opponent': 'Kevin Ferguson', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Eric Schafer', 'method': 'SUB\n \n \n\n Arm Triangle', 'round': '1', 'time': '4:53'}, {'wl': 'loss', 'opponent': 'James Irvin', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '0:08'}, {'wl': 'loss', 'opponent': 'Thiago Silva', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '3:25'}, {'wl': 'win', 'opponent': 'Alessio Sakara', 'method': 'KO/TKO\n \n \n\n Knee', 'round': '1', 'time': '1:01'}, {'wl': 'win', 'opponent': 'Keith Jardine', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '0:48'}]"
Kenneth Alexander,"5' 9""",155 lbs.,--,Orthodox,"Sep 25, 1977",http://ufcstats.com/fighter-details/8fd76e1b49c00ae2,"[{'wl': 'loss', 'opponent': 'Rob McCullough', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'nc', 'opponent': 'Donald Cerrone', 'method': 'Overturned', 'round': '1', 'time': '0:56'}]"
Marcio Alexandre Junior,"6' 0""",185 lbs.,"75""",Southpaw,"May 05, 1989",http://ufcstats.com/fighter-details/d53482bef23235ba,"[{'wl': 'win', 'opponent': 'Leonardo Silva de Oliveira', 'method': 'SUB\n \n \n\n Guillotine Choke', 'round': '1', 'time': '1:52'}, {'wl': 'loss', 'opponent': 'Court McGee', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Tim Means', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Warlley Alves', 'method': 'SUB\n \n \n\n Guillotine Choke', 'round': '3', 'time': '0:25'}]"
Olaf Alfonso,"6' 2""",170 lbs.,--,Orthodox,"Aug 06, 1974",http://ufcstats.com/fighter-details/b757c73f443d4fca,"[{'wl': 'loss', 'opponent': 'Alex Karalexis', 'method': 'KO/TKO', 'round': '2', 'time': '3:53'}, {'wl': 'loss', 'opponent': 'John Polakowski', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Hayato Sakurai', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '1:54'}, {'wl': 'loss', 'opponent': 'Gilbert Melendez', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '3', 'time': '4:54'}]"
Pablo Alfonso,"5' 8""",145 lbs.,--,,"May 09, 1983",http://ufcstats.com/fighter-details/4b37a0bc2ab4cae1,"[{'wl': 'win', 'opponent': 'Marcos da Matta', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '1:47'}]"
Levi Alford,--,--,--,,--,http://ufcstats.com/fighter-details/41b34b7f11f6d085,[]
Bill Algeo,"6' 0""",145 lbs.,"73""",Switch,"Jun 09, 1989",http://ufcstats.com/fighter-details/9abc648e76c4493a,"[{'wl': 'loss', 'opponent': 'Kyle Nelson', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '4:00'}, {'wl': 'win', 'opponent': 'Alexander Hernandez', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'TJ Brown', 'method': 'SUB\n \n\n\n Rear Naked Choke', 'round': '2', 'time': '1:40'}, {'wl': 'loss', 'opponent': 'Andre Fili', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Herbert Burns', 'method': 'KO/TKO', 'round': '2', 'time': '1:50'}, {'wl': 'win', 'opponent': 'Joanderson Brito', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Ricardo Ramos', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Spike Carlyle', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Ricardo Lamas', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Brendan Loughnane', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Royce Alger,"5' 10""",199 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/669a3cb6e394f515,"[{'wl': 'loss', 'opponent': 'Eugene Jackson', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '2', 'time': '1:19'}, {'wl': 'loss', 'opponent': 'Enson Inoue', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '1:36'}]"
Amir Aliakbari,"6' 3""",250 lbs.,--,,"Jun 10, 1984",http://ufcstats.com/fighter-details/e17770faae3ca54c,[]
Sultan Aliev,"5' 11""",170 lbs.,"74""",Orthodox,"Sep 17, 1984",http://ufcstats.com/fighter-details/e70de1859b7ee78e,"[{'wl': 'win', 'opponent': 'Keita Nakamura', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Warlley Alves', 'method': 'KO/TKO', 'round': '2', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Bojan Velickovic', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Kenny Robertson', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '2:42'}]"
John Allan,"6' 1""",205 lbs.,"75""",Orthodox,"Feb 22, 1993",http://ufcstats.com/fighter-details/6ebe96a116e79e52,"[{'wl': 'loss', 'opponent': 'Dustin Jacoby', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Roman Dolidze', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'nc', 'opponent': 'Mike Rodriguez', 'method': 'Overturned', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Vinicius Moreira', 'method': 'SUB\n \n \n\n Triangle Choke', 'round': '2', 'time': '3:40'}]"
George Allen,"6' 2""",205 lbs.,--,Open Stance,"Jan 13, 1967",http://ufcstats.com/fighter-details/1e13936d708bcff7,"[{'wl': 'loss', 'opponent': 'Keith Jardine', 'method': 'U-DEC', 'round': '2', 'time': '5:00'}]"
Arnold Allen,"5' 8""",145 lbs.,"70""",Southpaw,"Jan 22, 1994",http://ufcstats.com/fighter-details/040a74bb0a465c54,"[{'wl': 'loss', 'opponent': 'Movsar Evloev', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Max Holloway', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Calvin Kattar', 'method': 'KO/TKO', 'round': '2', 'time': '0:08'}, {'wl': 'win', 'opponent': 'Dan Hooker', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '1', 'time': '2:33'}, {'wl': 'win', 'opponent': 'Sodiq Yusuff', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Nik Lentz', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Gilbert Melendez', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Jordan Rinaldi', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Mads Burnell', 'method': 'SUB\n \n\n\n Guillotine Choke', 'round': '3', 'time': '2:41'}, {'wl': 'win', 'opponent': 'Makwan Amirkhani', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Yaotzin Meza', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Alan Omer', 'method': 'SUB\n \n\n\n Guillotine Choke', 'round': '3', 'time': '1:41'}]"
Brendan Allen,"6' 2""",185 lbs.,"75""",Orthodox,"Dec 28, 1995",http://ufcstats.com/fighter-details/2f181c0467965b98,"[{'wl': 'win', 'opponent': 'Chris Curtis', 'method': 'S-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Paul Craig', 'method': 'SUB\n \n\n\n Rear Naked Choke', 'round': '3', 'time': '0:38'}, {'wl': 'win', 'opponent': 'Bruno Silva', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '4:39'}, {'wl': 'win', 'opponent': 'Andre Muniz', 'method': 'SUB\n \n\n\n Rear Naked Choke', 'round': '3', 'time': '4:25'}, {'wl': 'win', 'opponent': 'Krzysztof Jotko', 'method': 'SUB\n \n\n\n Rear Naked Choke', 'round': '1', 'time': '4:17'}, {'wl': 'win', 'opponent': 'Jacob Malkoun', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Sam Alvey', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '2:10'}, {'wl': 'loss', 'opponent': 'Chris Curtis', 'method': 'KO/TKO\n \n \n\n Knees', 'round': '2', 'time': '1:58'}, {'wl': 'win', 'opponent': 'Punahele Soriano', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Karl Roberson', 'method': 'SUB\n \n \n\n Ankle Lock', 'round': '1', 'time': '4:55'}, {'wl': 'loss', 'opponent': 'Sean Strickland', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '1:32'}, {'wl': 'win', 'opponent': 'Kyle Daukaus', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Tom Breese', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '4:47'}, {'wl': 'win', 'opponent': 'Kevin Holland', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '3:38'}, {'wl': 'win', 'opponent': 'Aaron Jeffery', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '3:23'}]"
